Translating Ctrl,Translating MG132,Not Translating Ctrl,Not Translating MG132
55.714285714285715,71.23287671232876,44.285714285714285,28.767123287671232
,71.16564417177914,,28.834355828220858
,74.38423645320196,,25.615763546798032
,77.8169014084507,,22.183098591549296
,89.47368421052632,,10.526315789473683
,94.44444444444444,,5.555555555555555
,79.59183673469387,,20.408163265306122
,,,
