image_name,cell_number,Not translating,Total translating,Median single protien amp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20+
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif,Cell_3,31,102,3232.46,1.9607843137254901,8.823529411764707,26.47058823529412,57.84313725490197,4.901960784313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif,Cell_4,25,75,3232.46,0.0,8.0,22.666666666666664,66.66666666666666,2.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_008_XY1_555S.tif,Cell_2,1,7,1366.87,0.0,0.0,0.0,28.57142857142857,0.0,14.285714285714285,14.285714285714285,28.57142857142857,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_008_XY1_555S.tif,Cell_3,1,10,1366.87,0.0,0.0,30.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_008_XY2_555S.tif,Cell_1,0,12,1581.54,0.0,16.666666666666664,41.66666666666667,8.333333333333332,25.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_008_XY2_555S.tif,Cell_2,1,6,1581.54,0.0,0.0,0.0,66.66666666666666,0.0,0.0,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_008_XY2_555S.tif,Cell_3,1,16,1581.54,0.0,6.25,37.5,31.25,18.75,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_009_XY1_555S.tif,Cell_1,5,19,1200.74,0.0,0.0,0.0,10.526315789473683,36.84210526315789,15.789473684210526,15.789473684210526,10.526315789473683,5.263157894736842,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_009_XY1_555S.tif,Cell_2,1,16,1200.74,0.0,12.5,12.5,31.25,6.25,18.75,0.0,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_009_XY1_555S.tif,Cell_3,15,52,1200.74,0.0,0.0,9.615384615384617,7.6923076923076925,25.0,26.923076923076923,7.6923076923076925,15.384615384615385,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_009_XY1_555S.tif,Cell_4,3,7,1200.74,0.0,28.57142857142857,0.0,14.285714285714285,0.0,14.285714285714285,28.57142857142857,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-08-14_motorNeurons_SUNTAG307_MG132_009_XY1_555S.tif,Cell_5,6,23,1200.74,0.0,8.695652173913043,17.391304347826086,13.043478260869565,17.391304347826086,13.043478260869565,4.3478260869565215,13.043478260869565,13.043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
