image_name	cell_number	mRNA_entry	X Coord	Y Coord	Z Coord
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	732	121119	101301	3220.79
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	739	119554	102222	7391.78
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	738	120052	101964	5758.17
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	748	117384	104732	4745.75
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	751	113526	105303	4640.7
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	754	114583	105958	6337.39
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	761	116793	106727	5824.39
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	759	119903	106281	5719.22
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	757	119731	106325	4555.74
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_3	765	119542	107361	4695.68
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	772	127733	124006	4773.83
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	771	128881	123985	5445.96
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	777	129349	125090	6633.52
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	781	129450	125699	7304.87
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	789	132109	126734	6511.02
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	791	131616	127053	6623.79
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	795	133092	127586	6317.33
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	784	128105	126366	5277.25
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	793	127980	127524	7106.21
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	802	136616	128550	4953.86
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	804	138224	128489	4581.15
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	798	129656	128035	5215.91
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	799	134018	127954	6432.61
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	801	133512	128251	3887.97
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	817	137522	130329	4742.6
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	819	138051	130667	4280.77
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	822	136352	131026	5519.62
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	852	175482	157210	4165.27
23-08-14_motorNeurons_SUNTAG307_MG132_007_XY1_555S.tif	Cell_4	854	175492	157301	3905.22
